Pair,Distance
"(196, 12)",22.43385431
"(12, 196)",22.43385431
"(196, 13)",23.44631622
"(13, 196)",23.44631622
"(196, 14)",22.68569598
"(14, 196)",22.68569598
"(196, 15)",17.80159564
"(15, 196)",17.80159564
"(196, 16)",4.269688689
"(16, 196)",4.269688689
"(196, 17)",13.64636349
"(17, 196)",13.64636349
"(196, 18)",16.57674913
"(18, 196)",16.57674913
"(196, 19)",24.98420944
"(19, 196)",24.98420944
"(197, 10)",18.3347941
"(10, 197)",18.3347941
"(197, 11)",3.765694671
"(11, 197)",3.765694671
"(197, 12)",12.09399232
"(12, 197)",12.09399232
"(197, 13)",13.10645423
"(13, 197)",13.10645423
"(197, 14)",11.69898678
"(14, 197)",11.69898678
"(197, 15)",3.195027545
"(15, 197)",3.195027545
"(197, 16)",11.69880037
"(16, 197)",11.69880037
"(197, 17)",3.767185962
"(17, 197)",3.767185962
"(197, 18)",3.083118628
"(18, 197)",3.083118628
"(197, 19)",14.64434745
"(19, 197)",14.64434745
"(198, 10)",28.13033509
"(10, 198)",28.13033509
"(198, 11)",7.401149981
"(11, 198)",7.401149981
"(198, 12)",3.872508346
"(12, 198)",3.872508346
"(198, 13)",3.551383813
"(13, 198)",3.551383813
"(198, 14)",7.340690583
"(14, 198)",7.340690583
"(198, 15)",8.545093992
"(15, 198)",8.545093992
"(198, 16)",21.49434136
"(16, 198)",21.49434136
"(198, 17)",16.81516918
"(17, 198)",16.81516918
"(198, 18)",15.39515003
"(18, 198)",15.39515003
"(198, 19)",1.803964287
"(19, 198)",1.803964287
"(199, 10)",2.087185189
"(10, 199)",2.087185189
"(199, 11)",21.34235401
"(11, 199)",21.34235401
"(199, 12)",26.84210873
"(12, 199)",26.84210873
"(199, 13)",27.85457064
"(13, 199)",27.85457064
"(199, 14)",26.46033839
"(14, 199)",26.46033839
"(199, 15)",22.20985006
"(15, 199)",22.20985006
"(199, 16)",8.603875689
"(16, 199)",8.603875689
"(199, 17)",19.22869842
"(17, 199)",19.22869842
"(199, 18)",20.35139154
"(18, 199)",20.35139154
"(199, 19)",29.39246386
"(19, 199)",29.39246386
"(200, 10)",26.82085784
"(10, 200)",26.82085784
"(200, 11)",9.291795523
"(11, 200)",9.291795523
"(200, 12)",1.43344076
"(12, 200)",1.43344076
"(200, 13)",6.543595864
"(13, 200)",6.543595864
"(200, 14)",6.781456683
"(14, 200)",6.781456683
"(200, 15)",10.15929158
"(15, 200)",10.15929158
"(200, 16)",20.18480198
"(16, 200)",20.18480198
"(200, 17)",15.95276837
"(17, 200)",15.95276837
"(200, 18)",12.37932588
"(18, 200)",12.37932588
"(200, 19)",4.619396288
"(19, 200)",4.619396288
"(201, 10)",26.80954889
"(10, 201)",26.80954889
"(201, 11)",4.941887837
"(11, 201)",4.941887837
"(201, 12)",4.855206583
"(12, 201)",4.855206583
"(201, 13)",3.771349147
"(13, 201)",3.771349147
"(201, 14)",3.767372373
"(14, 201)",3.767372373
"(201, 15)",6.085831848
"(15, 201)",6.085831848
"(201, 16)",20.17349302
"(16, 201)",20.17349302
"(201, 17)",12.98050233
"(17, 201)",12.98050233
"(201, 18)",8.637864682
"(18, 201)",8.637864682
"(201, 19)",5.309242372
"(19, 201)",5.309242372
"(202, 10)",26.88579111
"(10, 202)",26.88579111
"(202, 11)",9.356728792
"(11, 202)",9.356728792
"(202, 12)",0.946534444
"(12, 202)",0.946534444
"(202, 13)",6.584730624
"(13, 202)",6.584730624
"(202, 14)",6.822591443
"(14, 202)",6.822591443
"(202, 15)",10.22428698
"(15, 202)",10.22428698
"(202, 16)",20.24979738
"(16, 202)",20.24979738
"(202, 17)",16.01776378
"(17, 202)",16.01776378
"(202, 18)",12.44425915
"(18, 202)",12.44425915
"(202, 19)",4.684329558
"(19, 202)",4.684329558
"(203, 10)",19.67366219
"(10, 203)",19.67366219
"(203, 11)",2.402406697
"(11, 203)",2.402406697
"(203, 12)",8.995463693
"(12, 203)",8.995463693
"(203, 13)",10.0079256
"(13, 203)",10.0079256
"(203, 14)",9.790259339
"(14, 203)",9.790259339
"(203, 15)",2.145594063
"(15, 203)",2.145594063
"(203, 16)",13.03766846
"(16, 203)",13.03766846
"(203, 17)",5.956400269
"(17, 203)",5.956400269
"(203, 18)",3.823233626
"(18, 203)",3.823233626
"(203, 19)",11.54581883
"(19, 203)",11.54581883
"(204, 10)",19.88306422
"(10, 204)",19.88306422
"(204, 11)",2.747764699
"(11, 204)",2.747764699
"(204, 12)",10.3356988
"(12, 204)",10.3356988
"(204, 13)",11.34816071
"(13, 204)",11.34816071
"(204, 14)",10.13561734
"(14, 204)",10.13561734
"(204, 15)",2.208787494
"(15, 204)",2.208787494
"(204, 16)",13.24700835
"(16, 204)",13.24700835
"(204, 17)",5.330120438
"(17, 204)",5.330120438
"(204, 18)",3.043475158
"(18, 204)",3.043475158
"(204, 19)",12.88605394
"(19, 204)",12.88605394
"(205, 10)",3.746618582
"(10, 205)",3.746618582
"(205, 11)",18.56880242
"(11, 205)",18.56880242
"(205, 12)",24.06861927
"(12, 205)",24.06861927
"(205, 13)",25.08108118
"(13, 205)",25.08108118
"(205, 14)",25.718235
"(14, 205)",25.718235
"(205, 15)",19.43636061
"(15, 205)",19.43636061
"(205, 16)",5.83038623
"(16, 205)",5.83038623
"(205, 17)",15.28112845
"(17, 205)",15.28112845
"(205, 18)",17.53279055
"(18, 205)",17.53279055
"(205, 19)",26.61897441
"(19, 205)",26.61897441
"(206, 10)",25.32938103
"(10, 206)",25.32938103
"(206, 11)",7.800318711
"(11, 206)",7.800318711
"(206, 12)",3.083429313
"(12, 206)",3.083429313
"(206, 13)",5.10723466
"(13, 206)",5.10723466
"(206, 14)",5.345033342
"(14, 206)",5.345033342
"(206, 15)",8.667876902
"(15, 206)",8.667876902
"(206, 16)",18.6933873
"(16, 206)",18.6933873
"(206, 17)",14.46135369
"(17, 206)",14.46135369
"(206, 18)",10.88784907
"(18, 206)",10.88784907
"(206, 19)",5.04553252
"(19, 206)",5.04553252
"(207, 10)",23.27121387
"(10, 207)",23.27121387
"(207, 11)",3.998708796
"(11, 207)",3.998708796
"(207, 12)",5.148369421
"(12, 207)",5.148369421
"(207, 13)",6.160831328
"(13, 207)",6.160831328
"(207, 14)",4.884597431
"(14, 207)",4.884597431
"(207, 15)",5.142652807
"(15, 207)",5.142652807
"(207, 16)",16.63522014
"(16, 207)",16.63522014
"(207, 17)",12.40318653
"(17, 207)",12.40318653
"(207, 18)",7.637830195
"(18, 207)",7.637830195
"(207, 19)",7.698724553
"(19, 207)",7.698724553
"(0, 20)",2.449817305
"(20, 0)",2.449817305
"(0, 21)",1.698082669
"(21, 0)",1.698082669
"(0, 22)",1.795513642
"(22, 0)",1.795513642
"(0, 23)",7.702079956
"(23, 0)",7.702079956
"(0, 24)",7.185969204
"(24, 0)",7.185969204
"(0, 25)",4.984203202
"(25, 0)",4.984203202
"(0, 26)",3.19769944
"(26, 0)",3.19769944
"(0, 27)",16.46726356
"(27, 0)",16.46726356
"(0, 28)",2.321379919
"(28, 0)",2.321379919
"(0, 29)",7.111218272
"(29, 0)",7.111218272
"(20, 20)",0
"(20, 21)",5.135507041
"(21, 20)",5.135507041
"(20, 22)",4.858251301
"(22, 20)",4.858251301
"(20, 23)",7.71357532
"(23, 20)",7.71357532
"(20, 24)",8.413736163
"(24, 20)",8.413736163
"(20, 25)",2.830282768
"(25, 20)",2.830282768
"(20, 26)",4.761131013
"(26, 20)",4.761131013
"(20, 27)",14.18714267
"(27, 20)",14.18714267
"(20, 28)",1.043281909
"(28, 20)",1.043281909
"(20, 29)",7.716122941
"(29, 20)",7.716122941
"(21, 21)",0
"(21, 22)",0.504677526
"(22, 21)",0.504677526
"(21, 23)",7.413080304
"(23, 21)",7.413080304
"(21, 24)",5.907560508
"(24, 21)",5.907560508
"(21, 25)",7.396054739
"(25, 21)",7.396054739
"(21, 26)",3.610351921
"(26, 21)",3.610351921
"(21, 27)",18.75297678
"(27, 21)",18.75297678
"(21, 28)",3.285374888
"(28, 21)",3.285374888
"(21, 29)",5.832809577
"(29, 21)",5.832809577
"(22, 22)",0
"(22, 23)",7.236673077
"(23, 22)",7.236673077
"(22, 24)",5.959693535
"(24, 22)",5.959693535
"(22, 25)",7.219647512
"(25, 22)",7.219647512
"(22, 26)",4.179652032
"(26, 22)",4.179652032
"(22, 27)",18.57650742
"(27, 22)",18.57650742
"(22, 28)",3.35969086
"(28, 22)",3.35969086
"(22, 29)",5.884942604
"(29, 22)",5.884942604
"(23, 23)",0
"(23, 24)",2.25601169
"(24, 23)",2.25601169
"(23, 25)",9.484544807
"(25, 23)",9.484544807
"(23, 26)",10.84951048
"(26, 23)",10.84951048
"(23, 27)",20.84140471
"(27, 23)",20.84140471
"(23, 28)",6.967805846
"(28, 23)",6.967805846
"(23, 29)",1.573746332
"(29, 23)",1.573746332
"(24, 24)",0
"(24, 25)",9.957346001
"(25, 24)",9.957346001
"(24, 26)",9.265014433
"(26, 24)",9.265014433
"(24, 27)",21.31426804
"(27, 24)",21.31426804
"(24, 28)",7.44060704
"(28, 24)",7.44060704
"(24, 29)",0.726009876
"(29, 24)",0.726009876
"(25, 25)",0
"(25, 26)",5.867171393
"(26, 25)",5.867171393
"(25, 27)",12.40616911
"(27, 25)",12.40616911
"(25, 28)",3.893697097
"(28, 25)",3.893697097
"(25, 29)",9.89887499
"(29, 25)",9.89887499
"(26, 26)",0
"(26, 27)",17.106965
"(27, 26)",17.106965
"(26, 28)",4.688927703
"(28, 26)",4.688927703
"(26, 29)",9.565447311
"(29, 26)",9.565447311
"(27, 27)",0
"(27, 28)",15.21116208
"(28, 27)",15.21116208
"(27, 29)",21.21633997
"(29, 27)",21.21633997
"(28, 28)",0
"(28, 29)",6.635683046
"(29, 28)",6.635683046
"(29, 29)",0
"(30, 20)",9.582659288
"(20, 30)",9.582659288
"(30, 21)",5.293397412
"(21, 30)",5.293397412
"(30, 22)",5.428980564
"(22, 30)",5.428980564
"(30, 23)",3.321787229
"(23, 30)",3.321787229
"(30, 24)",2.119061521
"(24, 30)",2.119061521
"(30, 25)",11.32287091
"(25, 30)",11.32287091
"(30, 26)",10.46450901
"(26, 30)",10.46450901
"(30, 27)",22.67979295
"(27, 30)",22.67979295
"(30, 28)",8.806131949
"(28, 30)",8.806131949
"(30, 29)",2.579000336
"(29, 30)",2.579000336
"(31, 20)",9.297139313
"(20, 31)",9.297139313
"(31, 21)",6.605857238
"(21, 31)",6.605857238
"(31, 22)",6.691544299
"(22, 31)",6.691544299
"(31, 23)",3.313709406
"(23, 31)",3.313709406
"(31, 24)",1.100199493
"(24, 31)",1.100199493
"(31, 25)",11.03735094
"(25, 31)",11.03735094
"(31, 26)",11.97257643
"(26, 31)",11.97257643
"(31, 27)",22.39421084
"(27, 31)",22.39421084
"(31, 28)",8.520549838
"(28, 31)",8.520549838
"(31, 29)",1.560138307
"(29, 31)",1.560138307
"(32, 20)",6.965879596
"(20, 32)",6.965879596
"(32, 21)",2.031013251
"(21, 32)",2.031013251
"(32, 22)",2.166596403
"(22, 32)",2.166596403
"(32, 23)",4.814196097
"(23, 32)",4.814196097
"(32, 24)",4.433419948
"(24, 32)",4.433419948
"(32, 25)",8.706029081
"(25, 32)",8.706029081
"(32, 26)",5.185092447
"(26, 32)",5.185092447
"(32, 27)",20.06295112
"(27, 32)",20.06295112
"(32, 28)",6.18929012
"(28, 32)",6.18929012
"(32, 29)",4.358731154
"(29, 32)",4.358731154
"(33, 20)",3.338874931
"(20, 33)",3.338874931
"(33, 21)",3.984417263
"(21, 33)",3.984417263
"(33, 22)",4.081848236
"(22, 33)",4.081848236
"(33, 23)",10.8927579
"(23, 33)",10.8927579
"(33, 24)",11.59291875
"(24, 33)",11.59291875
"(33, 25)",4.262977883
"(25, 33)",4.262977883
"(33, 26)",1.598663309
"(26, 33)",1.598663309
"(33, 27)",15.74610037
"(27, 33)",15.74610037
"(33, 28)",4.059665291
"(28, 33)",4.059665291
"(33, 29)",10.89530553
"(29, 33)",10.89530553
"(34, 20)",1.746114647
"(20, 34)",1.746114647
"(34, 21)",5.171049462
"(21, 34)",5.171049462
"(34, 22)",6.12050435
"(22, 34)",6.12050435
"(34, 23)",8.975828369
"(23, 34)",8.975828369
"(34, 24)",9.675927075
"(24, 34)",9.675927075
"(34, 25)",2.00317583
"(25, 34)",2.00317583
"(34, 26)",5.524609561
"(26, 34)",5.524609561
"(34, 27)",13.48623618
"(27, 34)",13.48623618
"(34, 28)",2.973198098
"(28, 34)",2.973198098
"(34, 29)",8.97837599
"(29, 34)",8.97837599
"(35, 20)",0.622054508
"(20, 35)",0.622054508
"(35, 21)",3.195276093
"(21, 35)",3.195276093
"(35, 22)",3.447925542
"(22, 35)",3.447925542
"(35, 23)",7.38853615
"(23, 35)",7.38853615
"(35, 24)",8.088634855
"(24, 35)",8.088634855
"(35, 25)",3.50645869
"(25, 35)",3.50645869
"(35, 26)",4.187978403
"(26, 35)",4.187978403
"(35, 27)",14.86331859
"(27, 35)",14.86331859
"(35, 28)",1.047445095
"(28, 35)",1.047445095
"(35, 29)",7.391021634
"(29, 35)",7.391021634
"(36, 20)",1.081434088
"(20, 36)",1.081434088
"(36, 21)",4.082780293
"(21, 36)",4.082780293
"(36, 22)",3.805524552
"(22, 36)",3.805524552
"(36, 23)",6.660848572
"(23, 36)",6.660848572
"(36, 24)",7.361009414
"(24, 36)",7.361009414
"(36, 25)",3.704427491
"(25, 36)",3.704427491
"(36, 26)",4.706947462
"(26, 36)",4.706947462
"(36, 27)",15.06134953
"(27, 36)",15.06134953
"(36, 28)",0.123963515
"(28, 36)",0.123963515
"(36, 29)",6.663396193
"(29, 36)",6.663396193
"(37, 20)",3.883071653
"(20, 37)",3.883071653
"(37, 21)",1.568340404
"(21, 37)",1.568340404
"(37, 22)",1.665771377
"(22, 37)",1.665771377
"(37, 23)",8.70155521
"(23, 37)",8.70155521
"(37, 24)",7.195973277
"(24, 37)",7.195973277
"(37, 25)",7.035100325
"(25, 37)",7.035100325
"(37, 26)",2.884404182
"(26, 37)",2.884404182
"(37, 27)",18.39196023
"(27, 37)",18.39196023
"(37, 28)",3.693615635
"(28, 37)",3.693615635
"(37, 29)",7.121284483
"(29, 37)",7.121284483
"(38, 20)",1.184208852
"(20, 38)",1.184208852
"(38, 21)",3.402938282
"(21, 38)",3.402938282
"(38, 22)",3.65558773
"(22, 38)",3.65558773
"(38, 23)",8.738153962
"(23, 38)",8.738153962
"(38, 24)",9.438252667
"(24, 38)",9.438252667
"(38, 25)",3.854799273
"(25, 38)",3.854799273
"(38, 26)",3.58189313
"(26, 38)",3.58189313
"(38, 27)",15.21165918
"(27, 38)",15.21165918
"(38, 28)",1.904999212
"(28, 38)",1.904999212
"(38, 29)",8.740639446
"(29, 38)",8.740639446
"(39, 20)",8.758410656
"(20, 39)",8.758410656
"(39, 21)",4.919580618
"(21, 39)",4.919580618
"(39, 22)",5.233745796
"(22, 39)",5.233745796
"(39, 23)",2.081220027
"(23, 39)",2.081220027
"(39, 24)",1.601956575
"(24, 39)",1.601956575
"(39, 25)",10.49862228
"(25, 39)",10.49862228
"(39, 26)",11.07680799
"(26, 39)",11.07680799
"(39, 27)",21.85554432
"(27, 39)",21.85554432
"(39, 28)",7.981883318
"(28, 39)",7.981883318
"(39, 29)",1.527267781
"(29, 39)",1.527267781
"(40, 20)",12.24380487
"(20, 40)",12.24380487
"(40, 21)",9.11402128
"(21, 40)",9.11402128
"(40, 22)",11.60317137
"(22, 40)",11.60317137
"(40, 23)",5.982932811
"(23, 40)",5.982932811
"(40, 24)",4.935363442
"(24, 40)",4.935363442
"(40, 25)",13.98401649
"(25, 40)",13.98401649
"(40, 26)",14.43326773
"(26, 40)",14.43326773
"(40, 27)",25.3408764
"(27, 40)",25.3408764
"(40, 28)",11.46727753
"(28, 40)",11.46727753
"(40, 29)",5.986412488
"(29, 40)",5.986412488
"(41, 20)",1.536401935
"(20, 41)",1.536401935
"(41, 21)",2.416636093
"(21, 41)",2.416636093
"(41, 22)",2.669285542
"(22, 41)",2.669285542
"(41, 23)",7.538659383
"(23, 41)",7.538659383
"(41, 24)",8.238758089
"(24, 41)",8.238758089
"(41, 25)",4.582238302
"(25, 41)",4.582238302
"(41, 26)",3.623276438
"(26, 41)",3.623276438
"(41, 27)",15.93909821
"(27, 41)",15.93909821
"(41, 28)",1.24081575
"(28, 41)",1.24081575
"(41, 29)",7.541144867
"(29, 41)",7.541144867
"(42, 20)",8.370861564
"(20, 42)",8.370861564
"(42, 21)",5.7127607
"(21, 42)",5.7127607
"(42, 22)",5.798447761
"(22, 42)",5.798447761
"(42, 23)",2.109989505
"(23, 42)",2.109989505
"(42, 24)",0.22798102
"(24, 42)",0.22798102
"(42, 25)",10.11107319
"(25, 42)",10.11107319
"(42, 26)",9.405879238
"(26, 42)",9.405879238
"(42, 27)",21.46793309
"(27, 42)",21.46793309
"(42, 28)",7.594334225
"(28, 42)",7.594334225
"(42, 29)",0.73278282
"(29, 42)",0.73278282
"(43, 20)",5.529953352
"(20, 43)",5.529953352
"(43, 21)",4.252166027
"(21, 43)",4.252166027
"(43, 22)",4.865832027
"(22, 43)",4.865832027
"(43, 23)",10.78401798
"(23, 43)",10.78401798
"(43, 24)",10.29139505
"(24, 43)",10.29139505
"(43, 25)",6.839617008
"(25, 43)",6.839617008
"(43, 26)",1.274121236
"(26, 43)",1.274121236
"(43, 27)",15.96184039
"(27, 43)",15.96184039
"(43, 28)",5.340124511
"(28, 43)",5.340124511
"(43, 29)",10.21670626
"(29, 43)",10.21670626
"(44, 20)",5.821127802
"(20, 44)",5.821127802
"(44, 21)",4.089428962
"(21, 44)",4.089428962
"(44, 22)",4.175116023
"(22, 44)",4.175116023
"(44, 23)",2.508039767
"(23, 44)",2.508039767
"(44, 24)",3.208138473
"(24, 44)",3.208138473
"(44, 25)",7.561339425
"(25, 44)",7.561339425
"(44, 26)",7.782547501
"(26, 44)",7.782547501
"(44, 27)",18.91826147
"(27, 44)",18.91826147
"(44, 28)",5.044600464
"(28, 44)",5.044600464
"(44, 29)",2.38370343
"(29, 44)",2.38370343
"(45, 20)",2.222519793
"(20, 45)",2.222519793
"(45, 21)",2.874959343
"(21, 45)",2.874959343
"(45, 22)",2.972328179
"(22, 45)",2.972328179
"(45, 23)",9.776464903
"(23, 45)",9.776464903
"(45, 24)",10.47656361
"(24, 45)",10.47656361
"(45, 25)",3.48440002
"(25, 45)",3.48440002
"(45, 26)",3.134940969
"(26, 45)",3.134940969
"(45, 27)",14.96752251
"(27, 45)",14.96752251
"(45, 28)",2.943310153
"(28, 45)",2.943310153
"(45, 29)",9.778950387
"(29, 45)",9.778950387
"(46, 20)",7.565564748
"(20, 46)",7.565564748
"(46, 21)",11.98084066
"(21, 46)",11.98084066
"(46, 22)",11.70358492
"(22, 46)",11.70358492
"(46, 23)",14.55897108
"(23, 46)",14.55897108
"(46, 24)",15.25906978
"(24, 46)",15.25906978
"(46, 25)",6.114912011
"(25, 46)",6.114912011
"(46, 26)",6.326799522
"(26, 46)",6.326799522
"(46, 27)",9.538914769
"(27, 46)",9.538914769
"(46, 28)",8.556340807
"(28, 46)",8.556340807
"(46, 29)",14.56145656
"(29, 46)",14.56145656
"(47, 20)",10.47513446
"(20, 47)",10.47513446
"(47, 21)",6.534772396
"(21, 47)",6.534772396
"(47, 22)",6.670355548
"(22, 47)",6.670355548
"(47, 23)",4.214262396
"(23, 47)",4.214262396
"(47, 24)",3.011536689
"(24, 47)",3.011536689
"(47, 25)",12.21534608
"(25, 47)",12.21534608
"(47, 26)",11.23277212
"(26, 47)",11.23277212
"(47, 27)",23.57220598
"(27, 47)",23.57220598
"(47, 28)",9.698607116
"(28, 47)",9.698607116
"(47, 29)",3.471475503
"(29, 47)",3.471475503
"(48, 20)",4.086135696
"(20, 48)",4.086135696
"(48, 21)",3.324521261
"(21, 48)",3.324521261
"(48, 22)",3.421952234
"(22, 48)",3.421952234
"(48, 23)",9.340138187
"(23, 48)",9.340138187
"(48, 24)",8.824027434
"(24, 48)",8.824027434
"(48, 25)",5.828770666
"(25, 48)",5.828770666
"(48, 26)",0.964740615
"(26, 48)",0.964740615
"(48, 27)",17.47829631
"(27, 48)",17.47829631
"(48, 28)",3.896306856
"(28, 48)",3.896306856
"(48, 29)",8.749276503
"(29, 48)",8.749276503
"(49, 20)",5.722081265
"(20, 49)",5.722081265
"(49, 21)",4.44429394
"(21, 49)",4.44429394
"(49, 22)",5.05795994
"(22, 49)",5.05795994
"(49, 23)",10.97614589
"(23, 49)",10.97614589
"(49, 24)",10.48352296
"(24, 49)",10.48352296
"(49, 25)",7.031744922
"(25, 49)",7.031744922
"(49, 26)",1.466187012
"(26, 49)",1.466187012
"(49, 27)",16.18366983
"(27, 49)",16.18366983
"(49, 28)",5.532252424
"(28, 49)",5.532252424
"(49, 29)",10.40883417
"(29, 49)",10.40883417
"(50, 20)",2.291802659
"(20, 50)",2.291802659
"(50, 21)",1.7651286
"(21, 50)",1.7651286
"(50, 22)",1.720886985
"(22, 50)",1.720886985
"(50, 23)",6.518803161
"(23, 50)",6.518803161
"(50, 24)",7.218901867
"(24, 50)",7.218901867
"(50, 25)",5.068771795
"(25, 50)",5.068771795
"(50, 26)",3.814720843
"(26, 50)",3.814720843
"(50, 27)",16.4256317
"(27, 50)",16.4256317
"(50, 28)",1.727349243
"(28, 50)",1.727349243
"(50, 29)",6.521288645
"(29, 50)",6.521288645
"(51, 20)",3.64359527
"(20, 51)",3.64359527
"(51, 21)",2.882042972
"(21, 51)",2.882042972
"(51, 22)",2.979411808
"(22, 51)",2.979411808
"(51, 23)",8.897659897
"(23, 51)",8.897659897
"(51, 24)",8.381487008
"(24, 51)",8.381487008
"(51, 25)",5.63198247
"(25, 51)",5.63198247
"(51, 26)",1.741143679
"(26, 51)",1.741143679
"(51, 27)",18.25469938
"(27, 51)",18.25469938
"(51, 28)",3.453766429
"(28, 51)",3.453766429
"(51, 29)",8.306798214
"(29, 51)",8.306798214
"(52, 20)",3.076345684
"(20, 52)",3.076345684
"(52, 21)",3.32433485
"(21, 52)",3.32433485
"(52, 22)",3.421765823
"(22, 52)",3.421765823
"(52, 23)",9.768946314
"(23, 52)",9.768946314
"(52, 24)",10.46904502
"(24, 52)",10.46904502
"(52, 25)",4.15740695
"(25, 52)",4.15740695
"(52, 26)",2.181695718
"(26, 52)",2.181695718
"(52, 27)",15.6404673
"(27, 52)",15.6404673
"(52, 28)",3.47110268
"(28, 52)",3.47110268
"(52, 29)",9.771431798
"(29, 52)",9.771431798
"(53, 20)",6.203457379
"(20, 53)",6.203457379
"(53, 21)",1.143819737
"(21, 53)",1.143819737
"(53, 22)",1.565917057
"(22, 53)",1.565917057
"(53, 23)",7.960632429
"(23, 53)",7.960632429
"(53, 24)",6.005115755
"(24, 53)",6.005115755
"(53, 25)",7.943669001
"(25, 53)",7.943669001
"(53, 26)",4.226254857
"(26, 53)",4.226254857
"(53, 27)",19.30052891
"(27, 53)",19.30052891
"(53, 28)",5.42693004
"(28, 53)",5.42693004
"(53, 29)",5.930426961
"(29, 53)",5.930426961
"(54, 20)",10.0139529
"(20, 54)",10.0139529
"(54, 21)",6.726838172
"(21, 54)",6.726838172
"(54, 22)",9.373319398
"(22, 54)",9.373319398
"(54, 23)",3.75308084
"(23, 54)",3.75308084
"(54, 24)",2.513259284
"(24, 54)",2.513259284
"(54, 25)",11.75416452
"(25, 54)",11.75416452
"(54, 26)",14.35137103
"(26, 54)",14.35137103
"(54, 27)",23.11108656
"(27, 54)",23.11108656
"(54, 28)",9.23742556
"(28, 54)",9.23742556
"(54, 29)",3.756622655
"(29, 54)",3.756622655
"(55, 20)",1.361299587
"(20, 55)",1.361299587
"(55, 21)",2.633556709
"(21, 55)",2.633556709
"(55, 22)",2.886206158
"(22, 55)",2.886206158
"(55, 23)",7.846983674
"(23, 55)",7.846983674
"(55, 24)",8.547082379
"(24, 55)",8.547082379
"(55, 25)",4.031827871
"(25, 55)",4.031827871
"(55, 26)",3.487755423
"(26, 55)",3.487755423
"(55, 27)",15.38874991
"(27, 55)",15.38874991
"(55, 28)",1.54914004
"(28, 55)",1.54914004
"(55, 29)",7.849531295
"(29, 55)",7.849531295
"(56, 20)",1.746114647
"(20, 56)",1.746114647
"(56, 21)",5.171049462
"(21, 56)",5.171049462
"(56, 22)",6.12050435
"(22, 56)",6.12050435
"(56, 23)",8.975828369
"(23, 56)",8.975828369
"(56, 24)",9.675927075
"(24, 56)",9.675927075
"(56, 25)",2.00317583
"(25, 56)",2.00317583
"(56, 26)",5.524609561
"(26, 56)",5.524609561
"(56, 27)",13.48623618
"(27, 56)",13.48623618
"(56, 28)",2.973198098
"(28, 56)",2.973198098
"(56, 29)",8.97837599
"(29, 56)",8.97837599
"(57, 20)",4.51587588
"(20, 57)",4.51587588
"(57, 21)",4.498353217
"(21, 57)",4.498353217
"(57, 22)",4.59578419
"(22, 57)",4.59578419
"(57, 23)",11.50928221
"(23, 57)",11.50928221
"(57, 24)",12.20938092
"(24, 57)",12.20938092
"(57, 25)",3.045339271
"(25, 57)",3.045339271
"(57, 26)",3.146125647
"(26, 57)",3.146125647
"(57, 27)",13.31815533
"(27, 57)",13.31815533
"(57, 28)",5.506651939
"(28, 57)",5.506651939
"(57, 29)",11.51176769
"(29, 57)",11.51176769
"(58, 20)",10.43859784
"(20, 58)",10.43859784
"(58, 21)",14.85393589
"(21, 58)",14.85393589
"(58, 22)",14.57668015
"(22, 58)",14.57668015
"(58, 23)",17.43200417
"(23, 58)",17.43200417
"(58, 24)",18.13216501
"(24, 58)",18.13216501
"(58, 25)",8.988007241
"(25, 58)",8.988007241
"(58, 26)",14.00079351
"(26, 58)",14.00079351
"(58, 27)",6.793014183
"(27, 58)",6.793014183
"(58, 28)",11.4293739
"(28, 58)",11.4293739
"(58, 29)",17.43455179
"(29, 58)",17.43455179
"(59, 20)",8.537078306
"(20, 59)",8.537078306
"(59, 21)",6.02580741
"(21, 59)",6.02580741
"(59, 22)",6.111494471
"(22, 59)",6.111494471
"(59, 23)",2.40085327
"(23, 59)",2.40085327
"(59, 24)",0.520149664
"(24, 59)",0.520149664
"(59, 25)",10.27728993
"(25, 59)",10.27728993
"(59, 26)",9.718925948
"(26, 59)",9.718925948
"(59, 27)",21.63421197
"(27, 59)",21.63421197
"(59, 28)",7.760550967
"(28, 59)",7.760550967
"(59, 29)",0.705131811
"(29, 59)",0.705131811
"(60, 20)",1.594375849
"(20, 60)",1.594375849
"(60, 21)",2.35648738
"(21, 60)",2.35648738
"(60, 22)",2.609136829
"(22, 60)",2.609136829
"(60, 23)",7.763782097
"(23, 60)",7.763782097
"(60, 24)",8.463942939
"(24, 60)",8.463942939
"(60, 25)",4.26496627
"(25, 60)",4.26496627
"(60, 26)",3.287114727
"(26, 60)",3.287114727
"(60, 27)",15.62188831
"(27, 60)",15.62188831
"(60, 28)",1.465938463
"(28, 60)",1.465938463
"(60, 29)",7.766329718
"(29, 60)",7.766329718
"(61, 20)",5.167134825
"(20, 61)",5.167134825
"(61, 21)",1.687084402
"(21, 61)",1.687084402
"(61, 22)",1.409828662
"(22, 61)",1.409828662
"(61, 23)",5.106489015
"(23, 61)",5.106489015
"(61, 24)",5.043233447
"(24, 61)",5.043233447
"(61, 25)",6.907346447
"(25, 61)",6.907346447
"(61, 26)",5.067839739
"(26, 61)",5.067839739
"(61, 27)",18.26420635
"(27, 61)",18.26420635
"(61, 28)",4.390607486
"(28, 61)",4.390607486
"(61, 29)",4.968544653
"(29, 61)",4.968544653
"(62, 20)",1.362915151
"(20, 62)",1.362915151
"(62, 21)",2.631941145
"(21, 62)",2.631941145
"(62, 22)",2.884590593
"(22, 62)",2.884590593
