Pair,Distance
"(177, 126)",5.886185346
"(126, 177)",5.886185346
"(177, 127)",3.192790609
"(127, 177)",3.192790609
"(177, 128)",2.238054068
"(128, 177)",2.238054068
"(177, 129)",4.402289261
"(129, 177)",4.402289261
"(177, 130)",3.906310929
"(130, 177)",3.906310929
"(177, 131)",1.245476032
"(131, 177)",1.245476032
"(177, 132)",0.607949386
"(132, 177)",0.607949386
"(177, 133)",3.575493008
"(133, 177)",3.575493008
"(177, 134)",4.237998768
"(134, 177)",4.237998768
"(177, 135)",8.160403206
"(135, 177)",8.160403206
"(177, 136)",6.354574806
"(136, 177)",6.354574806
"(177, 137)",1.803964287
"(137, 177)",1.803964287
"(177, 138)",7.037647946
"(138, 177)",7.037647946
"(177, 139)",9.462237588
"(139, 177)",9.462237588
"(177, 140)",8.075772476
"(140, 177)",8.075772476
"(177, 141)",0.82300589
"(141, 177)",0.82300589
"(177, 142)",9.584771949
"(142, 177)",9.584771949
"(177, 143)",1.629234762
"(143, 177)",1.629234762
"(177, 144)",5.116306677
"(144, 177)",5.116306677
"(177, 145)",14.87928783
"(145, 177)",14.87928783
"(177, 146)",0.563024263
"(146, 177)",0.563024263
"(177, 147)",1.769478197
"(147, 177)",1.769478197
"(177, 148)",16.64429215
"(148, 177)",16.64429215
"(177, 149)",2.434469441
"(149, 177)",2.434469441
"(177, 150)",5.784466913
"(150, 177)",5.784466913
"(177, 151)",15.27360987
"(151, 177)",15.27360987
"(177, 152)",3.462341349
"(152, 177)",3.462341349
"(177, 153)",0.670397172
"(153, 177)",0.670397172
"(177, 154)",9.135707128
"(154, 177)",9.135707128
"(177, 155)",13.98936028
"(155, 177)",13.98936028
"(177, 156)",3.851133184
"(156, 177)",3.851133184
"(177, 157)",0.840963511
"(157, 177)",0.840963511
"(177, 158)",2.901616159
"(158, 177)",2.901616159
"(177, 159)",6.524084815
"(159, 177)",6.524084815
"(177, 160)",2.653875541
"(160, 177)",2.653875541
"(177, 161)",2.457708716
"(161, 177)",2.457708716
"(177, 162)",5.264192975
"(162, 177)",5.264192975
"(177, 163)",14.88885694
"(163, 177)",14.88885694
"(177, 164)",0.995498479
"(164, 177)",0.995498479
"(177, 165)",3.181357383
"(165, 177)",3.181357383
"(177, 166)",7.205666664
"(166, 177)",7.205666664
"(177, 167)",5.346897455
"(167, 177)",5.346897455
"(177, 168)",8.698386218
"(168, 177)",8.698386218
"(177, 169)",3.52895232
"(169, 177)",3.52895232
"(178, 120)",4.343942524
"(120, 178)",4.343942524
"(178, 121)",16.19168552
"(121, 178)",16.19168552
"(178, 122)",6.020152934
"(122, 178)",6.020152934
"(178, 123)",9.134899345
"(123, 178)",9.134899345
"(178, 124)",6.80015995
"(124, 178)",6.80015995
"(178, 125)",1.887228001
"(125, 178)",1.887228001
"(178, 126)",8.116907236
"(126, 178)",8.116907236
"(178, 127)",4.484745193
"(127, 178)",4.484745193
"(178, 128)",8.369494547
"(128, 178)",8.369494547
"(178, 129)",7.174535977
"(129, 178)",7.174535977
"(178, 130)",2.053755429
"(130, 178)",2.053755429
"(178, 131)",3.916687824
"(131, 178)",3.916687824
"(178, 132)",4.622378869
"(132, 178)",4.622378869
"(178, 133)",6.289144439
"(133, 178)",6.289144439
"(178, 134)",2.110548739
"(134, 178)",2.110548739
"(178, 135)",2.718249577
"(135, 178)",2.718249577
"(178, 136)",3.445812881
"(136, 178)",3.445812881
"(178, 137)",5.132151637
"(137, 178)",5.132151637
"(178, 138)",3.229700047
"(138, 178)",3.229700047
"(178, 139)",14.15010896
"(139, 178)",14.15010896
"(178, 140)",11.49256733
"(140, 178)",11.49256733
"(178, 141)",4.973950581
"(141, 178)",4.973950581
"(178, 142)",6.913187335
"(142, 178)",6.913187335
"(178, 143)",3.52081236
"(143, 178)",3.52081236
"(178, 144)",0.798399598
"(144, 178)",0.798399598
"(178, 145)",19.56722134
"(145, 178)",19.56722134
"(178, 146)",6.475431465
"(146, 178)",6.475431465
"(178, 147)",3.661055795
"(147, 178)",3.661055795
"(178, 148)",21.33216353
"(148, 178)",21.33216353
"(178, 149)",4.079487026
"(149, 178)",4.079487026
"(178, 150)",1.182034053
"(150, 178)",1.182034053
"(178, 151)",19.96148124
"(151, 178)",19.96148124
"(178, 152)",6.175930643
"(152, 178)",6.175930643
"(178, 153)",6.658922322
"(153, 178)",6.658922322
"(178, 154)",4.323810104
"(154, 178)",4.323810104
"(178, 155)",18.67723166
"(155, 178)",18.67723166
"(178, 156)",1.559268387
"(156, 178)",1.559268387
"(178, 157)",5.065975626
"(157, 178)",5.065975626
"(178, 158)",5.802735221
"(158, 178)",5.802735221
"(178, 159)",1.310160754
"(159, 178)",1.310160754
"(178, 160)",5.970691802
"(160, 178)",5.970691802
"(178, 161)",7.726748385
"(161, 178)",7.726748385
"(178, 162)",2.38842585
"(162, 178)",2.38842585
"(178, 163)",19.57672831
"(163, 178)",19.57672831
"(178, 164)",4.726396374
"(164, 178)",4.726396374
"(178, 165)",2.08929785
"(165, 178)",2.08929785
"(178, 166)",3.397718765
"(166, 178)",3.397718765
"(178, 167)",7.865997626
"(167, 178)",7.865997626
"(178, 168)",4.890438318
"(168, 178)",4.890438318
"(178, 169)",6.585911229
"(169, 178)",6.585911229
"(179, 120)",15.51265129
"(120, 179)",15.51265129
"(179, 121)",3.069634877
"(121, 179)",3.069634877
"(179, 122)",17.27119336
"(122, 179)",17.27119336
"(179, 123)",15.71956783
"(123, 179)",15.71956783
"(179, 124)",16.68548905
"(124, 179)",16.68548905
"(179, 125)",17.68539926
"(125, 179)",17.68539926
"(179, 126)",12.81117873
"(126, 179)",12.81117873
"(179, 127)",18.43073378
"(127, 179)",18.43073378
"(179, 128)",12.68398409
"(128, 179)",12.68398409
"(179, 129)",13.58590409
"(129, 179)",13.58590409
"(179, 130)",17.63929354
"(130, 179)",17.63929354
"(179, 131)",16.39810496
"(131, 179)",16.39810496
"(179, 132)",14.67467036
"(132, 179)",14.67467036
"(179, 133)",17.12771879
"(133, 179)",17.12771879
"(179, 134)",17.46860292
"(134, 179)",17.46860292
"(179, 135)",21.39094522
"(135, 179)",21.39094522
"(179, 136)",19.58517896
"(136, 179)",19.58517896
"(179, 137)",14.25934598
"(137, 179)",14.25934598
"(179, 138)",20.26818996
"(138, 179)",20.26818996
"(179, 139)",7.926519162
"(139, 179)",7.926519162
"(179, 140)",14.12885807
"(140, 179)",14.12885807
"(179, 141)",14.73500548
"(141, 179)",14.73500548
"(179, 142)",22.8153761
"(142, 179)",22.8153761
"(179, 143)",15.80649764
"(143, 179)",15.80649764
"(179, 144)",18.34691083
"(144, 179)",18.34691083
"(179, 145)",0.464971919
"(145, 179)",0.464971919
"(179, 146)",13.62741168
"(146, 179)",13.62741168
"(179, 147)",15.94674107
"(147, 179)",15.94674107
"(179, 148)",1.881884211
"(148, 179)",1.881884211
"(179, 149)",17.98222819
"(149, 179)",17.98222819
"(179, 150)",19.01507107
"(150, 179)",19.01507107
"(179, 151)",0.859231819
"(151, 179)",0.859231819
"(179, 152)",17.014505
"(152, 179)",17.014505
"(179, 153)",13.81090253
"(153, 179)",13.81090253
"(179, 154)",22.36624915
"(154, 179)",22.36624915
"(179, 155)",1.37708241
"(155, 179)",1.37708241
"(179, 156)",18.0934536
"(156, 179)",18.0934536
"(179, 157)",14.67964133
"(157, 179)",14.67964133
"(179, 158)",13.47735058
"(158, 179)",13.47735058
"(179, 159)",19.75462683
"(159, 179)",19.75462683
"(179, 160)",13.22960996
"(160, 179)",13.22960996
"(179, 161)",13.35220646
"(161, 179)",13.35220646
"(179, 162)",18.49473499
"(162, 179)",18.49473499
"(179, 163)",0.474541033
"(163, 179)",0.474541033
"(179, 164)",14.94658231
"(164, 179)",14.94658231
"(179, 165)",17.390683
"(165, 179)",17.390683
"(179, 166)",20.43620868
"(166, 179)",20.43620868
"(179, 167)",16.70009127
"(167, 179)",16.70009127
"(179, 168)",21.92892824
"(168, 179)",21.92892824
"(179, 169)",12.69075703
"(169, 179)",12.69075703
"(180, 120)",2.215871123
"(120, 180)",2.215871123
"(180, 121)",11.31839704
"(121, 180)",11.31839704
"(180, 122)",3.391256507
"(122, 180)",3.391256507
"(180, 123)",5.225667973
"(123, 180)",5.225667973
"(180, 124)",4.365814783
"(124, 180)",4.365814783
"(180, 125)",5.130660347
"(125, 180)",5.130660347
"(180, 126)",5.579228072
"(126, 180)",5.579228072
"(180, 127)",3.769919994
"(127, 180)",3.769919994
"(180, 128)",1.531244555
"(128, 180)",1.531244555
"(180, 129)",4.541911325
"(129, 180)",4.541911325
"(180, 130)",5.084554619
"(130, 180)",5.084554619
"(180, 131)",2.162930314
"(131, 180)",2.162930314
"(180, 132)",1.423436687
"(132, 180)",1.423436687
"(180, 133)",3.660248013
"(133, 180)",3.660248013
"(180, 134)",4.913864005
"(134, 180)",4.913864005
"(180, 135)",8.836206306
"(135, 180)",8.836206306
"(180, 136)",7.030440042
"(136, 180)",7.030440042
"(180, 137)",1.638803875
"(137, 180)",1.638803875
"(180, 138)",7.713451046
"(138, 180)",7.713451046
"(180, 139)",9.276820482
"(139, 180)",9.276820482
"(180, 140)",9.55090723
"(140, 180)",9.55090723
"(180, 141)",1.219875547
"(141, 180)",1.219875547
"(180, 142)",10.26063719
"(142, 180)",10.26063719
"(180, 143)",3.251758717
"(143, 180)",3.251758717
"(180, 144)",5.792171914
"(144, 180)",5.792171914
"(180, 145)",14.69393286
"(145, 180)",14.69393286
"(180, 146)",0.777459395
"(146, 180)",0.777459395
"(180, 147)",3.392002152
"(147, 180)",3.392002152
"(180, 148)",16.45887505
"(148, 180)",16.45887505
"(180, 149)",3.011660963
"(149, 180)",3.011660963
"(180, 150)",6.46033215
"(150, 180)",6.46033215
"(180, 151)",15.08819276
"(151, 180)",15.08819276
"(180, 152)",3.547034216
"(152, 180)",3.547034216
"(180, 153)",0.640260678
"(153, 180)",0.640260678
"(180, 154)",9.811510227
"(154, 180)",9.811510227
"(180, 155)",13.80394318
"(155, 180)",13.80394318
"(180, 156)",5.538714683
"(156, 180)",5.538714683
"(180, 157)",1.164138569
"(157, 180)",1.164138569
"(180, 158)",2.594658885
"(158, 180)",2.594658885
"(180, 159)",7.199887914
"(159, 180)",7.199887914
"(180, 160)",2.346918267
"(160, 180)",2.346918267
"(180, 161)",2.252594149
"(161, 180)",2.252594149
"(180, 162)",5.939996075
"(162, 180)",5.939996075
"(180, 163)",14.70343984
"(163, 180)",14.70343984
"(180, 164)",1.435988381
"(164, 180)",1.435988381
"(180, 165)",4.835944082
"(165, 180)",4.835944082
"(180, 166)",7.881469764
"(166, 180)",7.881469764
"(180, 167)",5.431652459
"(167, 180)",5.431652459
"(180, 168)",9.374189317
"(168, 180)",9.374189317
"(180, 169)",3.221995046
"(169, 180)",3.221995046
"(181, 120)",0.817227139
"(120, 181)",0.817227139
"(181, 121)",13.79543039
"(121, 181)",13.79543039
"(181, 122)",3.180176778
"(122, 181)",3.180176778
"(181, 123)",5.014588244
"(123, 181)",5.014588244
"(181, 124)",4.154735054
"(124, 181)",4.154735054
"(181, 125)",4.668298186
"(125, 181)",4.668298186
"(181, 126)",5.471482341
"(126, 181)",5.471482341
"(181, 127)",2.821335026
"(127, 181)",2.821335026
"(181, 128)",3.14028476
"(128, 181)",3.14028476
"(181, 129)",4.275902399
"(129, 181)",4.275902399
"(181, 130)",2.450625087
"(130, 181)",2.450625087
"(181, 131)",0.245938642
"(131, 181)",0.245938642
"(181, 132)",0.99997235
"(132, 181)",0.99997235
"(181, 133)",3.449168284
"(133, 181)",3.449168284
"(181, 134)",4.451439707
"(134, 181)",4.451439707
"(181, 135)",8.373782007
"(135, 181)",8.373782007
"(181, 136)",6.568015744
"(136, 181)",6.568015744
"(181, 137)",2.032131718
"(137, 181)",2.032131718
"(181, 138)",7.251026747
"(138, 181)",7.251026747
"(181, 139)",11.75385384
"(139, 181)",11.75385384
"(181, 140)",10.21869464
"(140, 181)",10.21869464
"(181, 141)",1.299224624
"(141, 181)",1.299224624
"(181, 142)",9.798212888
"(142, 181)",9.798212888
"(181, 143)",0.454160064
"(143, 181)",0.454160064
"(181, 144)",3.181295246
"(144, 181)",3.181295246
"(181, 145)",17.17090408
"(145, 181)",17.17090408
"(181, 146)",1.877037517
"(146, 181)",1.877037517
"(181, 147)",0.594403499
"(147, 181)",0.594403499
"(181, 148)",18.93584627
"(148, 181)",18.93584627
"(181, 149)",1.976953974
"(149, 181)",1.976953974
"(181, 150)",3.92706472
"(150, 181)",3.92706472
"(181, 151)",17.56516398
"(151, 181)",17.56516398
"(181, 152)",3.335954488
"(152, 181)",3.335954488
"(181, 153)",1.858707072
"(153, 181)",1.858707072
"(181, 154)",9.349085929
"(154, 181)",9.349085929
"(181, 155)",16.28091439
"(155, 181)",16.28091439
"(181, 156)",2.395385205
"(156, 181)",2.395385205
"(181, 157)",1.373416321
"(157, 181)",1.373416321
"(181, 158)",3.215470651
"(158, 181)",3.215470651
"(181, 159)",4.930516748
"(159, 181)",4.930516748
"(181, 160)",3.383427232
"(160, 181)",3.383427232
"(181, 161)",5.330493261
"(161, 181)",5.330493261
"(181, 162)",5.477571776
"(162, 181)",5.477571776
"(181, 163)",17.18047319
"(163, 181)",17.18047319
"(181, 164)",1.247153734
"(164, 181)",1.247153734
"(181, 165)",1.725609404
"(165, 181)",1.725609404
"(181, 166)",7.419045466
"(166, 181)",7.419045466
"(181, 167)",5.220572731
"(167, 181)",5.220572731
"(181, 168)",8.911765019
"(168, 181)",8.911765019
"(181, 169)",3.998708796
"(169, 181)",3.998708796
"(182, 120)",3.498380867
"(120, 182)",3.498380867
"(182, 121)",13.00877471
"(121, 182)",13.00877471
"(182, 122)",0.315097234
"(122, 182)",0.315097234
"(182, 123)",2.149446563
"(123, 182)",2.149446563
"(182, 124)",1.289593373
"(124, 182)",1.289593373
"(182, 125)",6.802396885
"(125, 182)",6.802396885
"(182, 126)",2.606402797
"(126, 182)",2.606402797
"(182, 127)",2.033125912
"(127, 182)",2.033125912
"(182, 128)",3.2058394
"(128, 182)",3.2058394
"(182, 129)",1.410822856
"(129, 182)",1.410822856
"(182, 130)",5.166886276
"(130, 182)",5.166886276
"(182, 131)",2.941259629
"(131, 182)",2.941259629
"(182, 132)",2.803625952
"(132, 182)",2.803625952
"(182, 133)",0.58408874
"(133, 182)",0.58408874
"(182, 134)",7.032987664
"(134, 182)",7.032987664
"(182, 135)",8.474319835
"(135, 182)",8.474319835
"(182, 136)",9.149563701
"(136, 182)",9.149563701
"(182, 137)",2.00938954
"(137, 182)",2.00938954
"(182, 138)",8.616365246
"(138, 182)",8.616365246
"(182, 139)",10.95887178
"(139, 182)",10.95887178
"(182, 140)",5.08430607
"(140, 182)",5.08430607
"(182, 141)",2.503317348
"(141, 182)",2.503317348
"(182, 142)",12.37976084
"(142, 182)",12.37976084
"(182, 143)",3.811054754
"(143, 182)",3.811054754
"(182, 144)",5.435939919
"(144, 182)",5.435939919
"(182, 145)",16.97641495
"(145, 182)",16.97641495
"(182, 146)",3.410146185
"(146, 182)",3.410146185
"(182, 147)",3.951298189
"(147, 182)",3.951298189
"(182, 148)",18.35101188
"(148, 182)",18.35101188
"(182, 149)",2.037475509
"(149, 182)",2.037475509
"(182, 150)",6.583984979
"(150, 182)",6.583984979
"(182, 151)",17.37067485
"(151, 182)",17.37067485
"(182, 152)",0.470874944
"(152, 182)",0.470874944
"(182, 153)",3.167252261
"(153, 182)",3.167252261
"(182, 154)",14.62117032
"(154, 182)",14.62117032
"(182, 155)",15.49699274
"(155, 182)",15.49699274
"(182, 156)",4.933312917
"(156, 182)",4.933312917
"(182, 157)",2.519286582
"(157, 182)",2.519286582
"(182, 158)",2.310443789
"(158, 182)",2.310443789
"(182, 159)",6.804136724
"(159, 182)",6.804136724
"(182, 160)",2.478400371
"(160, 182)",2.478400371
"(182, 161)",5.202118012
"(161, 182)",5.202118012
"(182, 162)",8.05918187
"(162, 182)",8.05918187
"(182, 163)",16.98598407
"(163, 182)",16.98598407
"(182, 164)",2.328277137
"(164, 182)",2.328277137
"(182, 165)",4.441870594
"(165, 182)",4.441870594
"(182, 166)",8.784383964
"(166, 182)",8.784383964
"(182, 167)",2.35543105
"(167, 182)",2.35543105
"(182, 168)",10.27710352
"(168, 182)",10.27710352
"(182, 169)",3.093619798
"(169, 182)",3.093619798
"(183, 120)",5.090022684
"(120, 183)",5.090022684
"(183, 121)",15.58709154
"(121, 183)",15.58709154
"(183, 122)",7.020560244
"(122, 183)",7.020560244
"(183, 123)",10.27921618
"(123, 183)",10.27921618
"(183, 124)",7.944476783
"(124, 183)",7.944476783
"(183, 125)",0.87613311
"(125, 183)",0.87613311
"(183, 126)",11.99190107
"(126, 183)",11.99190107
"(183, 127)",5.542007949
"(127, 183)",5.542007949
"(183, 128)",7.764838427
"(128, 183)",7.764838427
"(183, 129)",8.318914948
"(129, 183)",8.318914948
"(183, 130)",2.266015763
"(130, 183)",2.266015763
"(183, 131)",4.427268375
"(131, 183)",4.427268375
"(183, 132)",5.600168275
"(132, 183)",5.600168275
"(183, 133)",7.289489612
"(133, 183)",7.289489612
"(183, 134)",0.773979718
"(134, 183)",0.773979718
"(183, 135)",2.550230858
"(135, 183)",2.550230858
"(183, 136)",2.379540245
"(136, 183)",2.379540245
"(183, 137)",5.619803598
"(137, 183)",5.619803598
"(183, 138)",2.521088558
"(138, 183)",2.521088558
"(183, 139)",13.54551498
"(139, 183)",13.54551498
"(183, 140)",13.81960173
"(140, 183)",13.81960173
"(183, 141)",5.464771534
"(141, 183)",5.464771534
"(183, 142)",5.996727247
"(142, 183)",5.996727247
"(183, 143)",3.987834804
"(143, 183)",3.987834804
"(183, 144)",2.090540592
"(144, 183)",2.090540592
"(183, 145)",18.96256522
"(145, 183)",18.96256522
"(183, 146)",5.870837482
"(146, 183)",5.870837482
"(183, 147)",3.837276611
"(147, 183)",3.837276611
"(183, 148)",20.72750741
"(148, 183)",20.72750741
"(183, 149)",5.136749783
"(149, 183)",5.136749783
"(183, 150)",2.758700829
"(150, 183)",2.758700829
"(183, 151)",19.35682512
"(151, 183)",19.35682512
"(183, 152)",7.176337953
"(152, 183)",7.176337953
"(183, 153)",6.054328339
"(153, 183)",6.054328339
"(183, 154)",5.547600288
"(154, 183)",5.547600288
"(183, 155)",18.07257554
"(155, 183)",18.07257554
"(183, 156)",2.335795726
"(156, 183)",2.335795726
"(183, 157)",6.923067134
"(157, 183)",6.923067134
"(183, 158)",6.803142531
"(158, 183)",6.803142531
"(183, 159)",2.059720591
"(159, 183)",2.059720591
"(183, 160)",8.657251458
"(160, 183)",8.657251458
"(183, 161)",7.122154402
"(161, 183)",7.122154402
"(183, 162)",0.921866016
"(162, 183)",0.921866016
"(183, 163)",18.97213433
"(163, 183)",18.97213433
"(183, 164)",5.217217327
"(164, 183)",5.217217327
"(183, 165)",2.580056666
"(165, 183)",2.580056666
"(183, 166)",2.614604894
"(166, 183)",2.614604894
"(183, 167)",9.01031446
"(167, 183)",9.01031446
"(183, 168)",4.18182683
"(168, 183)",4.18182683
"(183, 169)",10.241064
"(169, 183)",10.241064
"(184, 120)",3.961799359
"(120, 184)",3.961799359
"(184, 121)",14.45886821
"(121, 184)",14.45886821
"(184, 122)",6.511719532
"(122, 184)",6.511719532
"(184, 123)",9.770375467
"(123, 184)",9.770375467
"(184, 124)",7.435698209
"(124, 184)",7.435698209
"(184, 125)",0.843697544
"(125, 184)",0.843697544
"(184, 126)",10.8636156
"(126, 184)",10.8636156
"(184, 127)",5.033167237
"(127, 184)",5.033167237
"(184, 128)",6.636615103
"(128, 184)",6.636615103
"(184, 129)",7.810074236
"(129, 184)",7.810074236
"(184, 130)",1.147547963
"(130, 184)",1.147547963
"(184, 131)",3.918427663
"(131, 184)",3.918427663
"(184, 132)",4.471882813
"(132, 184)",4.471882813
"(184, 133)",6.780711038
"(133, 184)",6.780711038
"(184, 134)",0.816232946
"(134, 184)",0.816232946
"(184, 135)",5.128361274
"(135, 184)",5.128361274
"(184, 136)",3.322595011
"(136, 184)",3.322595011
"(184, 137)",5.110962886
"(137, 184)",5.110962886
"(184, 138)",4.005606014
"(138, 184)",4.005606014
"(184, 139)",12.41729165
"(139, 184)",12.41729165
"(184, 140)",12.69131626
"(140, 184)",12.69131626
"(184, 141)",5.850145828
"(141, 184)",5.850145828
"(184, 142)",6.552792155
"(142, 184)",6.552792155
"(184, 143)",2.536622833
"(143, 184)",2.536622833
"(184, 144)",1.507508183
"(144, 184)",1.507508183
"(184, 145)",17.83434189
"(145, 184)",17.83434189
"(184, 146)",4.742614158
"(146, 184)",4.742614158
"(184, 147)",2.360091332
"(147, 184)",2.360091332
"(184, 148)",19.59928408
"(148, 184)",19.59928408
"(184, 149)",4.627909071
"(149, 184)",4.627909071
"(184, 150)",2.175668419
"(150, 184)",2.175668419
"(184, 151)",18.22860179
"(151, 184)",18.22860179
"(184, 152)",6.667497241
"(152, 184)",6.667497241
"(184, 153)",4.926105014
"(153, 184)",4.926105014
"(184, 154)",6.103665196
"(154, 184)",6.103665196
"(184, 155)",16.94435221
"(155, 184)",16.94435221
"(184, 156)",1.827017151
"(156, 184)",1.827017151
"(184, 157)",5.794843809
"(157, 184)",5.794843809
"(184, 158)",6.294301819
"(158, 184)",6.294301819
"(184, 159)",3.034465279
"(159, 184)",3.034465279
"(184, 160)",7.529028133
"(160, 184)",7.529028133
"(184, 161)",5.993931077
"(161, 184)",5.993931077
"(184, 162)",1.900773889
"(162, 184)",1.900773889
"(184, 163)",17.84391101
"(163, 184)",17.84391101
"(184, 164)",4.708376615
"(164, 184)",4.708376615
"(184, 165)",2.071278091
"(165, 184)",2.071278091
"(184, 166)",4.173624733
"(166, 184)",4.173624733
"(184, 167)",8.501535885
"(167, 184)",8.501535885
"(184, 168)",5.666344286
"(168, 184)",5.666344286
"(184, 169)",9.112840675
"(169, 184)",9.112840675
"(185, 120)",20.72993075
"(120, 185)",20.72993075
"(185, 121)",9.577191223
"(121, 185)",9.577191223
"(185, 122)",18.24289333
"(122, 185)",18.24289333
"(185, 123)",16.6912678
"(123, 185)",16.6912678
"(185, 124)",17.65718902
"(124, 185)",17.65718902
"(185, 125)",22.90274087
"(125, 185)",22.90274087
"(185, 126)",16.30328375
"(126, 185)",16.30328375
"(185, 127)",19.40243375
"(127, 185)",19.40243375
"(185, 128)",17.90126355
"(128, 185)",17.90126355
"(185, 129)",17.07800911
"(129, 185)",17.07800911
"(185, 130)",22.85663514
"(130, 185)",22.85663514
"(185, 131)",21.61544657
"(131, 185)",21.61544657
"(185, 132)",19.89194982
"(132, 185)",19.89194982
"(185, 133)",18.09941876
"(133, 185)",18.09941876
"(185, 134)",22.68588239
"(134, 185)",22.68588239
"(185, 135)",26.60828682
"(135, 185)",26.60828682
"(185, 136)",24.80245842
"(136, 185)",24.80245842
"(185, 137)",19.47668758
"(137, 185)",19.47668758
"(185, 138)",25.48546943
"(138, 185)",25.48546943
"(185, 139)",13.25514831
"(139, 185)",13.25514831
"(185, 140)",15.10055804
"(140, 185)",15.10055804
"(185, 141)",19.95228495
"(141, 185)",19.95228495
"(185, 142)",28.03265557
"(142, 185)",28.03265557
"(185, 143)",21.0237771
"(143, 185)",21.0237771
"(185, 144)",23.5641903
"(144, 185)",23.5641903
"(185, 145)",4.745845287
"(145, 185)",4.745845287
"(185, 146)",18.84475328
"(146, 185)",18.84475328
"(185, 147)",21.16402053
"(147, 185)",21.16402053
"(185, 148)",3.411637476
"(148, 185)",3.411637476
"(185, 149)",19.96651434
"(149, 185)",19.96651434
"(185, 150)",24.23235053
"(150, 185)",24.23235053
"(185, 151)",4.335988975
"(151, 185)",4.335988975
"(185, 152)",17.98620497
"(152, 185)",17.98620497
"(185, 153)",19.02824413
"(153, 185)",19.02824413
"(185, 154)",27.58359075
"(154, 185)",27.58359075
"(185, 155)",6.658363088
"(155, 185)",6.658363088
"(185, 156)",23.31073307
"(156, 185)",23.31073307
"(185, 157)",19.89698293
"(157, 185)",19.89698293
"(185, 158)",18.69463004
"(158, 185)",18.69463004
"(185, 159)",24.97196843
"(159, 185)",24.97196843
"(185, 160)",18.44695156
"(160, 185)",18.44695156
"(185, 161)",18.56954806
"(161, 185)",18.56954806
"(185, 162)",23.71201446
"(162, 185)",23.71201446
"(185, 163)",4.7554144
"(163, 185)",4.7554144
"(185, 164)",20.16392391
"(164, 185)",20.16392391
"(185, 165)",22.6080246
"(165, 185)",22.6080246
"(185, 166)",25.65355028
"(166, 185)",25.65355028
"(185, 167)",17.67179124
"(167, 185)",17.67179124
"(185, 168)",27.14626984
"(168, 185)",27.14626984
"(185, 169)",17.90803649
"(169, 185)",17.90803649
"(186, 120)",4.43509765
"(120, 186)",4.43509765
"(186, 121)",16.0280164
"(121, 186)",16.0280164
"(186, 122)",6.370606178
"(122, 186)",6.370606178
"(186, 123)",9.485352589
"(123, 186)",9.485352589
"(186, 124)",7.150613194
"(124, 186)",7.150613194
"(186, 125)",1.947749537
"(125, 186)",1.947749537
"(186, 126)",8.46736048
"(126, 186)",8.46736048
"(186, 127)",4.835198437
"(127, 186)",4.835198437
"(186, 128)",8.205825426
"(128, 186)",8.205825426
"(186, 129)",7.525051358
"(129, 186)",7.525051358
"(186, 130)",1.890086308
"(130, 186)",1.890086308
"(186, 131)",4.05133892
"(131, 186)",4.05133892
"(186, 132)",4.782319764
"(132, 186)",4.782319764
"(186, 133)",6.639597683
"(133, 186)",6.639597683
"(186, 134)",2.278132497
"(134, 186)",2.278132497
"(186, 135)",2.715266996
"(135, 186)",2.715266996
"(186, 136)",3.613334502
"(136, 186)",3.613334502
"(186, 137)",5.243874143
"(137, 186)",5.243874143
"(186, 138)",3.397283805
"(138, 186)",3.397283805
"(186, 139)",13.98650198
"(139, 186)",13.98650198
"(186, 140)",11.84302057
"(140, 186)",11.84302057
"(186, 141)",5.088842079
"(141, 186)",5.088842079
"(186, 142)",7.507777245
"(142, 186)",7.507777245
"(186, 143)",3.611967486
"(143, 186)",3.611967486
"(186, 144)",0.95691134
"(144, 186)",0.95691134
"(186, 145)",19.40355222
"(145, 186)",19.40355222
"(186, 146)",6.311762344
"(146, 186)",6.311762344
"(186, 147)",3.461347156
"(147, 186)",3.461347156
"(186, 148)",21.16849441
"(148, 186)",21.16849441
"(186, 149)",4.42994027
"(149, 186)",4.42994027
"(186, 150)",1.532487297
"(150, 186)",1.532487297
"(186, 151)",19.79781212
"(151, 186)",19.79781212
"(186, 152)",6.526383887
"(152, 186)",6.526383887
"(186, 153)",6.495315337
"(153, 186)",6.495315337
"(186, 154)",4.798040451
"(154, 186)",4.798040451
"(186, 155)",18.51356253
"(155, 186)",18.51356253
"(186, 156)",1.909721631
"(156, 186)",1.909721631
"(186, 157)",5.180867124
"(157, 186)",5.180867124
"(186, 158)",6.153188465
"(158, 186)",6.153188465
"(186, 159)",1.784453238
"(159, 186)",1.784453238
"(186, 160)",6.321145046
"(160, 186)",6.321145046
"(186, 161)",7.563079264
"(161, 186)",7.563079264
"(186, 162)",2.555947471
"(162, 186)",2.555947471
"(186, 163)",19.41312133
"(163, 186)",19.41312133
"(186, 164)",4.841287872
"(164, 186)",4.841287872
"(186, 165)",2.204189348
"(165, 186)",2.204189348
"(186, 166)",3.565302524
"(166, 186)",3.565302524
"(186, 167)",8.21645087
"(167, 186)",8.21645087
"(186, 168)",5.058022077
"(168, 186)",5.058022077
"(186, 169)",6.936364473
"(169, 186)",6.936364473
"(187, 120)",5.13637696
"(120, 187)",5.13637696
"(187, 121)",16.89085217
"(121, 187)",16.89085217
"(187, 122)",7.345910099
"(122, 187)",7.345910099
"(187, 123)",11.05717267
"(123, 187)",11.05717267
"(187, 124)",8.269826639
"(124, 187)",8.269826639
"(187, 125)",1.980371514
